Churn,MonthlyRevenue,MonthlyMinutes,TotalRecurringCharge,DirectorAssistedCalls,OverageMinutes,RoamingCalls,PercChangeMinutes,PercChangeRevenues,DroppedCalls,BlockedCalls,UnansweredCalls,CustomerCareCalls,ReceivedCalls,OutboundCalls,InboundCalls,PeakCallsInOut,OffPeakCallsInOut,DroppedBlockedCalls,CallWaitingCalls,MonthsInService,UniqueSubs,CurrentEquipmentDays,AgeHH1,AgeHH2,IncomeGroup,ServiceArea,CreditRating
1,31.75,545.0,45.0,1.25,12.0,0.0,-21.0,8.7,9.7,6.3,24.7,0.0,46.9,16.3,1.7,63.7,55.0,16.0,0.0,39.0,1.0,1053.0,36.0,0.0,4.0,0.2871287128712871,0.31253383865728207
1,38.87,231.0,45.0,0.0,0.0,0.0,4.0,0.6,2.7,1.0,9.7,0.0,47.5,5.3,1.0,27.0,26.7,3.7,0.0,33.0,2.0,164.0,38.0,32.0,6.0,0.26601941747572816,0.31253383865728207
1,29.99,253.0,40.0,0.0,0.0,0.0,125.0,0.0,2.3,1.0,11.3,0.0,21.8,4.0,1.3,27.7,21.3,3.3,0.0,39.0,3.0,233.0,28.0,0.0,8.0,0.33062330623306235,0.3141497851442603
1,50.25,157.0,50.0,0.25,0.0,0.0,-98.0,-0.2,0.0,0.0,4.0,0.0,0.4,0.0,0.0,19.3,6.3,0.0,0.0,35.0,1.0,1053.0,46.0,0.0,6.0,0.287369640787949,0.31253383865728207
1,23.23,88.0,20.0,0.0,45.0,0.0,74.0,-3.2,2.3,0.0,12.7,0.7,9.9,14.7,0.0,23.3,31.0,2.3,0.0,33.0,1.0,484.0,44.0,46.0,4.0,0.2802967848309975,0.31253383865728207
1,57.47,353.0,64.0,1.25,0.0,0.5,-152.0,-12.899999999999999,4.7,4.3,10.7,0.0,87.0,11.0,0.3,89.3,19.7,9.0,1.3,33.0,2.0,591.0,0.0,0.0,0.0,0.3287671232876712,0.31253383865728207
1,46.53,227.0,35.0,0.25,0.0,0.5,-170.0,-11.7,4.3,0.7,6.7,1.0,47.0,5.7,2.0,27.7,24.7,5.0,0.0,37.0,3.5,1053.0,50.0,50.0,8.0,0.22602739726027396,0.31253383865728207
1,53.86,16.0,50.0,0.0,0.0,0.2,1.0,-0.6,0.3,0.0,0.0,0.0,0.2,3.7,0.3,6.7,6.7,0.3,0.0,33.0,1.0,1011.0,50.0,0.0,9.0,0.2802967848309975,0.31253383865728207
1,35.49,366.0,10.0,0.25,55.0,0.5,-150.0,-12.899999999999999,3.7,4.0,25.0,0.0,25.9,52.0,7.3,127.3,61.7,7.7,0.7,37.0,2.0,1053.0,48.0,38.0,5.0,0.28314238952536824,0.31253383865728207
1,51.48,358.0,60.0,1.24,0.0,0.3,137.0,-1.5,6.0,1.3,33.3,0.0,21.8,12.7,0.0,80.0,31.7,7.3,0.0,37.0,2.0,931.0,0.0,0.0,0.0,0.3218390804597701,0.31253383865728207
1,41.49,178.0,35.0,0.0,9.0,0.0,-135.0,-3.5,2.0,1.3,8.7,0.0,28.4,4.7,1.7,26.0,9.3,3.3,0.0,37.0,1.0,596.0,42.0,40.0,6.0,0.4074074074068207,0.31253383865728207
1,30.14,16.0,30.0,0.0,0.0,0.0,-15.0,-0.2,0.0,0.0,0.3,0.0,0.0,0.0,0.0,2.3,2.0,0.0,0.0,37.0,1.0,1053.0,50.0,54.0,8.0,0.37362637362637363,0.31253383865728207
1,29.99,18.0,30.0,0.0,0.0,0.0,-18.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,5.7,2.7,1.0,0.0,39.0,3.0,1053.0,72.0,0.0,3.0,0.2802967848309975,0.31253383865728207
1,26.69,50.0,25.0,0.5,3.0,0.1,-50.0,-1.7,0.0,0.0,3.7,1.7,34.8,1.3,0.7,23.0,6.0,0.0,0.0,35.0,3.0,186.0,52.0,78.0,5.0,0.3262411347517731,0.3141497851442603
1,68.44,626.0,71.0,1.25,0.0,0.0,-243.5,-12.899999999999999,9.0,1.0,56.95,1.7499999999999998,161.2,41.0,13.25,151.0,119.0,10.0,0.0,35.0,3.0,85.0,30.0,28.0,7.0,0.2949640287769784,0.31253383865728207
1,86.21,409.0,52.0,0.5,55.0,0.5,-176.0,-12.899999999999999,7.7,1.0,4.0,1.7499999999999998,29.6,2.0,0.0,28.0,5.0,8.7,0.0,37.0,2.0,317.0,0.0,0.0,0.0,0.32510288065843623,0.31253383865728207
1,31.2,89.0,30.0,0.0,0.0,0.0,-41.0,-0.6,1.3,0.7,10.3,0.0,33.4,4.7,0.7,19.0,14.7,2.0,0.0,35.0,1.0,1053.0,42.0,0.0,6.0,0.2875,0.31253383865728207
1,34.99,814.0,45.0,0.0,0.0,0.0,-46.0,0.0,11.45,1.7,11.7,0.0,221.45,36.7,13.25,40.7,81.3,16.7,1.7499999999999998,39.0,3.5,508.0,26.0,0.0,3.0,0.3287671232876712,0.31253383865728207
1,32.73,100.0,25.0,0.25,20.0,0.0,-96.0,-7.7,1.7,0.0,1.3,0.0,3.0,33.3,0.7,51.0,20.0,1.7,0.0,37.0,2.0,1053.0,42.0,0.0,6.0,0.31277533039647576,0.31253383865728207
1,35.73,776.0,45.0,0.25,0.0,0.0,-152.0,-0.7,6.7,6.750000000000001,17.7,1.7499999999999998,25.6,6.7,1.7,70.7,108.0,18.800000000000004,0.0,33.0,1.0,47.0,0.0,0.0,0.0,0.2937853107344633,0.31253383865728207
1,70.89,459.0,50.0,1.25,31.0,0.2,-40.0,-10.7,3.0,0.7,14.0,0.0,83.8,29.3,7.3,93.7,13.7,3.7,1.7499999999999998,39.0,2.0,943.0,36.0,0.0,5.0,0.39416058394160586,0.3141497851442603
1,34.02,140.0,32.0,1.24,0.0,0.0,-52.0,-0.5,4.3,0.0,6.0,0.0,7.0,11.7,3.0,45.3,13.7,4.3,0.0,33.0,2.0,670.0,0.0,0.0,0.0,0.3157894736842105,0.31253383865728207
1,68.82,953.0,56.0,0.5,55.0,0.1,232.5,-1.5,11.3,2.3,36.7,1.7499999999999998,24.9,22.0,10.7,36.3,83.7,13.7,1.3,35.0,2.0,60.0,0.0,0.0,0.0,0.2637795275590551,0.2291028961619967
1,30.82,131.0,25.0,0.0,0.0,0.0,-69.0,-1.9,1.7,4.0,16.7,0.0,32.2,24.3,2.3,26.3,46.0,5.7,0.3,33.0,1.0,720.0,42.0,38.0,5.0,0.28314238952536824,0.2291028961619967
1,37.5,175.0,50.0,0.0,0.0,0.0,-157.0,9.499999999999998,2.7,1.0,14.3,0.3,12.9,2.3,0.0,36.0,32.3,3.7,0.3,37.0,1.0,1053.0,0.0,0.0,0.0,0.2326283987915408,0.31253383865728207
1,29.95,66.0,30.0,0.0,0.0,0.0,-46.0,-1.5,3.3,0.0,0.7,0.0,2.4,1.7,0.0,36.0,5.7,3.3,0.0,33.0,1.0,1002.0,38.0,0.0,7.0,0.32344213649851633,0.31253383865728207
1,95.84,698.0,60.0,1.25,55.0,0.0,-243.5,-12.899999999999999,2.0,6.0,23.7,0.7,94.7,34.0,7.3,184.3,23.7,8.0,1.7499999999999998,39.0,2.0,296.0,38.0,34.0,9.0,0.2784615384615385,0.31253383865728207
1,49.52,252.0,35.0,0.25,47.0,0.2,-45.0,-8.8,0.7,1.3,14.3,0.0,33.9,15.7,13.25,83.3,20.7,2.0,0.7,39.0,1.0,680.0,28.0,26.0,6.0,0.25625,0.31253383865728207
1,55.52,660.0,70.0,1.25,0.0,0.0,123.0,7.4,4.3,1.3,50.0,1.7499999999999998,12.3,11.7,0.7,72.3,79.7,5.7,0.0,35.0,1.0,102.0,52.0,0.0,6.0,0.25101214574898784,0.3141497851442603
1,68.51,400.0,60.0,1.25,38.0,0.0,-243.5,-12.899999999999999,1.0,3.0,25.7,0.0,43.0,16.3,0.7,113.0,58.7,4.0,1.7499999999999998,37.0,1.0,435.0,38.0,38.0,3.0,0.26666666666666666,0.31253383865728207
1,43.15,192.0,30.0,1.25,6.0,0.0,-183.0,-9.9,0.7,0.7,2.7,0.0,13.9,1.7,0.3,22.0,6.0,1.3,0.3,39.0,1.0,771.0,30.0,78.0,6.0,0.29608938547486036,0.31253383865728207
1,95.67,468.0,80.0,0.74,0.0,0.0,41.0,-1.0,9.3,6.750000000000001,16.7,0.0,97.3,52.0,9.0,112.0,22.7,18.7,1.7,35.0,3.0,250.0,54.0,56.0,6.0,0.22666666666666666,0.31253383865728207
1,76.86,292.0,80.0,0.25,2.0,0.5,140.0,0.1,3.0,0.0,11.3,0.0,10.3,3.3,0.0,52.7,45.3,3.0,0.3,33.0,2.0,998.0,36.0,0.0,9.0,0.32950191570881227,0.31253383865728207
1,26.26,88.0,33.0,0.0,0.0,0.5,-88.0,8.7,0.0,0.0,1.3,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,39.0,1.0,1053.0,42.0,40.0,6.0,0.3055555555555556,0.31253383865728207
1,61.43,800.0,60.0,0.25,25.0,0.5,132.0,9.499999999999998,11.45,0.3,6.0,0.0,83.1,38.7,8.7,95.7,54.3,12.7,1.0,35.0,1.0,63.0,24.0,0.0,7.0,0.31277533039647576,0.27689873417721517
1,51.94,124.0,45.0,1.25,16.0,0.0,83.0,9.499999999999998,2.0,0.3,11.0,0.0,28.9,16.0,3.7,34.7,39.7,2.3,0.0,33.0,3.0,456.0,44.0,44.0,6.0,0.3582887700534759,0.31253383865728207
1,46.5,415.0,45.0,0.25,0.0,0.0,5.0,-1.5,11.45,0.0,11.0,0.0,106.0,32.3,9.7,49.7,92.0,13.0,0.0,33.0,2.0,462.0,48.0,42.0,6.0,0.2802967848309975,0.27689873417721517
1,42.87,840.0,45.0,0.0,22.0,0.0,-59.0,5.1,2.3,0.3,12.7,0.3,27.2,5.3,0.3,28.7,32.0,2.7,1.3,35.0,1.0,1053.0,54.0,0.0,6.0,0.25101214574898784,0.31253383865728207
1,49.87,254.0,30.0,1.25,45.0,0.5,-243.5,-12.899999999999999,2.7,0.3,7.3,0.0,98.1,16.3,1.7,15.3,56.0,3.0,1.7,35.0,1.0,1053.0,54.0,50.0,9.0,0.30303030303030304,0.31253383865728207
1,52.61,409.0,50.0,0.0,5.0,0.3,-126.0,-0.9,1.3,3.3,19.3,0.0,39.2,5.3,0.3,125.0,22.0,4.7,0.0,33.0,1.0,433.0,44.0,42.0,9.0,0.2562814070351759,0.31253383865728207
1,50.74,344.0,50.0,0.74,0.0,0.0,62.0,0.2,6.7,2.0,19.3,1.7499999999999998,42.7,6.7,0.0,103.7,11.0,8.7,0.0,37.0,1.0,310.0,0.0,0.0,0.0,0.31365313653136534,0.3141497851442603
1,34.99,158.0,45.0,0.0,0.0,0.0,-26.0,0.0,1.7,0.0,14.7,0.0,37.2,11.0,0.0,91.0,24.0,1.7,0.0,35.0,1.0,251.0,26.0,0.0,6.0,0.3582887700534759,0.31253383865728207
1,22.24,35.0,17.0,0.0,10.0,0.0,-1.0,-3.2,1.7,0.0,0.3,0.3,14.5,0.0,0.0,16.3,4.3,1.7,0.0,35.0,1.0,1053.0,66.0,0.0,1.0,0.32344213649851633,0.31253383865728207
1,37.95,439.0,45.0,1.25,8.0,0.0,216.0,9.499999999999998,6.3,6.750000000000001,17.0,0.0,2.5,2.7,0.0,57.7,39.7,15.3,0.0,37.0,1.0,1053.0,32.0,0.0,6.0,0.2426470588235294,0.31253383865728207
1,33.66,131.0,30.0,0.0,0.0,0.5,89.0,7.9,1.3,2.0,1.7,0.0,1.1,1.7,0.0,29.3,4.7,3.3,0.0,37.0,1.0,1053.0,42.0,44.0,9.0,0.28314238952536824,0.31253383865728207
1,72.11,183.0,70.0,1.25,0.0,0.5,78.0,-10.1,3.7,1.7,7.3,0.0,13.3,15.0,1.0,34.3,30.7,5.3,0.0,35.0,2.0,99.0,38.0,0.0,9.0,0.2802967848309975,0.31253383865728207
1,96.9725,267.0,30.0,0.0,55.0,0.3,153.0,-5.6,8.3,2.7,44.0,0.3,28.4,21.3,1.0,34.7,61.7,16.0,0.0,33.0,1.0,102.0,42.0,38.0,9.0,0.4,0.26913199794555726
1,19.99,3.0,20.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.3,0.0,0.0,0.3,0.0,1.3,0.0,0.0,0.0,35.0,2.0,1053.0,52.0,46.0,7.0,0.36538461538461536,0.26913199794555726
1,43.05,300.0,30.0,0.0,0.0,0.0,10.0,9.499999999999998,11.45,0.3,55.7,0.0,46.8,6.7,0.0,71.3,110.0,12.7,0.7,37.0,1.0,418.0,62.0,28.0,2.0,0.36538461538461536,0.27689873417721517
1,68.97,300.0,24.0,0.0,55.0,0.0,-243.5,-7.6,8.3,5.3,41.3,1.7499999999999998,154.7,47.3,2.0,43.7,128.45,13.7,1.7499999999999998,39.0,1.0,479.0,40.0,38.0,7.0,0.3055555555555556,0.31253383865728207
1,16.99,6.0,17.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.3,0.0,0.0,0.3,0.0,2.3,0.3,0.0,0.0,37.0,1.0,1053.0,40.0,42.0,3.0,0.2976190476190476,0.31253383865728207
1,34.99,245.0,45.0,0.0,0.0,0.0,-62.0,0.0,3.3,4.0,31.3,0.0,39.2,22.7,11.0,60.0,47.7,7.3,0.3,35.0,3.5,44.0,44.0,18.0,1.0,0.3651685393258427,0.31253383865728207
1,35.99,137.0,32.0,0.5,0.0,0.5,51.0,6.9,0.0,0.7,2.3,0.0,2.9,0.3,0.0,31.3,8.3,0.7,0.3,35.0,2.0,1051.0,32.0,36.0,6.0,0.25,0.31253383865728207
1,53.11,321.0,50.0,0.5,0.0,0.5,-53.0,-3.1,4.7,0.7,19.7,0.0,8.6,1.0,0.3,33.3,36.0,5.3,0.3,37.0,1.0,1053.0,48.0,0.0,5.0,0.36538461538461536,0.31253383865728207
1,58.48,878.0,64.0,0.0,0.0,0.0,232.5,-12.899999999999999,1.3,4.7,28.3,0.3,133.7,41.0,13.25,131.3,64.7,6.0,1.7499999999999998,39.0,1.0,855.0,34.0,0.0,6.0,0.28884826325411334,0.26913199794555726
1,45.17,530.0,25.0,0.0,46.0,0.0,120.0,7.9,4.7,3.7,25.3,1.7499999999999998,79.0,9.0,3.7,55.0,82.3,8.3,1.0,35.0,1.0,1051.0,28.0,0.0,7.0,0.28884826325411334,0.31253383865728207
1,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,1.0,445.0,54.0,48.0,2.0,0.3490566037735849,0.31253383865728207
1,11.54,462.0,10.0,0.5,0.0,0.0,-114.0,2.7,6.3,0.0,18.0,0.0,50.9,4.0,4.0,188.75,4.0,6.3,0.7,39.0,2.0,643.0,0.0,0.0,0.0,0.23893805309734514,0.31253383865728207
1,38.34,171.0,30.0,0.25,18.0,0.5,-51.0,-6.8,1.7,2.3,9.7,0.0,82.5,9.7,4.3,54.0,22.7,4.0,0.0,39.0,1.0,468.0,54.0,0.0,7.0,0.3262411347517731,0.31253383865728207
1,19.99,1.0,20.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,37.0,1.0,726.0,0.0,0.0,0.0,0.3218390804597701,0.2291028961619967
1,33.98,105.0,45.0,0.74,0.0,0.0,-59.0,0.2,7.3,0.0,14.0,0.0,3.5,5.3,1.3,16.7,17.0,7.3,0.7,38.0,2.0,636.0,56.0,50.0,5.0,0.28512396694214875,0.31253383865728207
1,40.99,277.0,32.0,0.0,34.0,0.0,-7.0,-3.5,1.3,0.0,2.7,0.0,0.0,2.0,0.0,18.3,14.3,1.3,0.0,38.0,2.0,1053.0,74.0,0.0,9.0,0.3333333333333333,0.31253383865728207
1,41.92,200.0,25.0,0.0,46.0,0.0,-34.0,-4.7,3.3,0.0,56.95,0.0,1.2,4.3,0.3,83.7,38.3,3.3,0.3,34.0,1.0,288.0,56.0,0.0,7.0,0.28512396694214875,0.3141497851442603
1,29.99,94.0,40.0,0.0,0.0,0.0,-26.0,0.0,1.7,0.3,11.7,0.0,2.2,8.0,0.0,31.3,20.0,2.0,0.0,36.0,1.0,1053.0,40.0,44.0,7.0,0.3490566037735849,0.31253383865728207
1,87.17,464.0,75.0,0.0,45.0,0.0,-193.0,-12.2,7.0,6.750000000000001,18.0,0.0,163.1,4.0,0.0,99.7,59.7,18.800000000000004,0.7,32.0,1.0,275.0,38.0,0.0,9.0,0.2422360248447205,0.3141497851442603
1,50.35,201.0,35.0,0.0,51.0,0.0,-42.0,-12.899999999999999,0.0,0.3,11.3,0.0,62.4,3.3,2.3,65.0,5.0,0.3,1.3,38.0,1.0,1053.0,34.0,0.0,9.0,0.2937853107344633,0.31253383865728207
1,46.48,234.0,30.0,0.5,40.0,0.3,50.0,9.499999999999998,1.3,0.3,17.7,0.0,78.7,10.0,7.0,85.3,14.3,1.7,0.7,32.0,3.0,480.0,56.0,56.0,6.0,0.2784615384615385,0.31253383865728207
1,34.44,136.0,22.0,0.0,20.0,0.0,-136.0,9.499999999999998,2.3,0.0,13.7,1.7,34.6,0.0,0.0,24.7,16.7,2.3,0.7,36.0,1.0,558.0,36.0,0.0,6.0,0.36538461538461536,0.31253383865728207
1,96.9725,990.0,80.0,1.25,0.0,0.0,-243.5,-12.899999999999999,6.7,1.3,12.3,0.0,221.45,40.0,11.7,164.3,34.0,8.0,1.7499999999999998,32.0,2.0,984.0,44.0,38.0,9.0,0.36538461538461536,0.31253383865728207
1,50.69,454.0,60.0,0.25,0.0,0.0,11.0,-0.7,10.0,6.750000000000001,7.3,0.0,22.6,19.7,0.0,80.7,33.3,18.800000000000004,0.0,32.0,1.0,983.0,48.0,44.0,3.0,0.2937853107344633,0.31253383865728207
1,55.23,391.0,50.0,1.25,0.0,0.0,95.0,2.0,6.3,0.3,39.3,1.0,57.0,52.0,0.3,123.3,109.7,6.7,0.3,34.0,2.0,185.0,62.0,62.0,4.0,0.2802967848309975,0.3141497851442603
1,42.49,130.0,42.0,0.0,0.0,0.0,-10.0,0.0,3.0,0.7,2.3,0.0,14.9,2.0,5.0,33.0,12.7,3.7,0.0,38.0,2.0,1053.0,42.0,42.0,9.0,0.2876712328767123,0.31253383865728207
1,53.65,176.0,50.0,0.25,0.0,0.0,-106.0,-3.7,3.7,1.7,21.0,0.0,27.4,18.3,1.7,81.7,13.7,5.3,0.0,34.0,1.0,459.0,0.0,0.0,6.0,0.22602739726027396,0.31253383865728207
1,30.26,58.0,30.0,0.0,0.0,0.0,42.0,-0.3,1.0,0.3,2.7,0.0,0.5,0.0,0.3,18.7,1.3,1.3,0.0,32.0,1.0,812.0,38.0,38.0,5.0,0.2802967848309975,0.31253383865728207
1,32.49,176.0,32.0,0.0,0.0,0.0,30.0,0.0,0.0,4.3,7.7,0.0,11.2,7.7,0.0,56.3,4.7,4.3,0.0,36.0,2.0,700.0,44.0,0.0,5.0,0.33333333333332293,0.31253383865728207
1,35.8,322.0,30.0,0.25,8.0,0.3,90.0,5.8,4.0,1.3,10.0,0.7,48.4,22.3,9.7,72.7,29.0,5.3,0.3,32.0,3.0,49.0,38.0,40.0,7.0,0.2784615384615385,0.31253383865728207
1,96.9725,757.0,80.0,1.25,0.0,0.5,210.0,9.499999999999998,5.7,3.0,24.0,0.0,90.4,47.3,13.25,182.7,40.0,8.7,1.7499999999999998,34.0,2.0,505.0,42.0,42.0,5.0,0.3333333333333333,0.31253383865728207
1,66.49,595.0,50.0,0.5,55.0,0.5,-30.0,-12.899999999999999,2.3,5.3,24.7,0.0,122.8,22.0,13.0,79.0,68.3,7.7,0.3,32.0,1.0,981.0,30.0,28.0,4.0,0.25625,0.3141497851442603
1,24.52,31.0,20.0,0.0,6.0,0.0,-31.0,-4.5,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,34.0,2.0,1043.0,52.0,42.0,6.0,0.2784615384615385,0.31253383865728207
1,74.99,1056.0,80.0,0.0,0.0,0.0,232.5,0.0,11.45,2.7,31.0,1.3,174.5,52.0,11.0,145.3,98.7,16.0,1.0,36.0,2.0,528.0,42.0,0.0,6.0,0.2949640287769784,0.31253383865728207
1,29.99,36.0,30.0,0.0,0.0,0.0,-6.0,0.0,1.0,0.0,2.0,0.0,2.1,1.3,0.3,8.0,9.0,1.0,0.0,34.0,1.0,1042.0,48.0,42.0,7.0,0.2802967848309975,0.31253383865728207
1,66.89,338.0,30.0,0.25,32.0,0.2,-48.0,-12.899999999999999,2.7,3.3,10.3,1.7499999999999998,66.0,7.0,3.3,51.3,48.0,6.0,1.7499999999999998,32.0,3.0,113.0,22.0,0.0,2.0,0.3333333333333333,0.3141497851442603
1,51.1,101.0,50.0,0.0,0.0,0.5,-26.0,-1.1,0.3,0.3,12.0,0.0,4.9,0.7,0.0,15.7,15.7,0.7,0.0,32.0,1.0,980.0,62.0,0.0,7.0,0.2937853107344633,0.31253383865728207
1,74.08,499.0,50.0,1.25,30.0,0.5,198.0,9.499999999999998,2.7,5.0,10.3,0.0,60.7,7.7,0.0,98.0,18.3,7.7,0.7,34.0,1.0,665.0,56.0,56.0,7.0,0.28314238952536824,0.3141497851442603
1,64.44,82.0,50.0,1.24,0.0,0.0,22.0,-9.4,1.3,0.0,5.7,0.0,5.0,4.0,0.0,20.0,4.7,1.3,0.0,32.0,3.0,98.0,0.0,0.0,0.0,0.3287671232876712,0.31253383865728207
1,87.36,436.0,60.0,0.0,1.0,0.0,-243.5,-12.899999999999999,8.7,0.3,3.3,0.0,43.9,44.0,13.25,105.7,64.3,9.0,0.0,34.0,3.5,123.0,0.0,0.0,0.0,0.287369640787949,0.31253383865728207
1,17.52,14.0,17.0,0.0,0.0,0.2,-2.0,-0.5,0.0,0.3,2.0,0.0,0.0,0.0,0.0,3.3,3.0,0.3,0.0,38.0,1.0,1053.0,56.0,56.0,6.0,0.22033898305084745,0.31253383865728207
1,30.95,140.0,30.0,0.0,3.0,0.0,36.0,-1.0,0.3,6.750000000000001,5.7,0.0,0.0,0.0,0.0,21.3,7.7,8.0,0.0,34.0,1.0,444.0,68.0,68.0,6.0,0.31313131313131315,0.31253383865728207
1,51.73,109.0,50.0,0.99,1.0,0.0,-87.0,-1.7,0.3,1.0,5.7,0.0,7.7,10.3,0.0,19.3,11.3,1.3,0.3,32.0,1.0,399.0,34.0,32.0,9.0,0.28314238952536824,0.31253383865728207
1,37.91,999.0,45.0,0.0,6.0,0.0,232.5,5.8,8.7,0.3,29.3,1.7499999999999998,140.6,26.7,13.25,75.3,128.45,9.0,0.0,36.0,1.0,419.0,0.0,0.0,0.0,0.275,0.3141497851442603
1,21.02,88.0,17.0,0.25,8.0,0.0,-10.0,-4.0,0.3,0.3,2.7,0.0,34.9,0.0,0.7,27.7,12.7,0.7,0.0,36.0,1.0,1053.0,42.0,42.0,9.0,0.3333333333333333,0.3141497851442603
1,33.24,150.0,45.0,0.0,0.0,0.0,40.0,0.0,2.3,1.3,8.0,0.0,14.1,3.7,0.0,52.3,20.7,3.7,0.7,38.0,2.0,438.0,38.0,36.0,9.0,0.3333333333333333,0.31253383865728207
1,96.9725,974.0,37.0,1.25,55.0,0.0,-38.0,-12.899999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,3.0,238.0,0.0,0.0,0.0,0.3333333333333333,0.3141497851442603
1,32.49,15.0,32.0,0.0,0.0,0.0,3.0,0.0,1.0,0.3,0.3,0.0,0.0,0.0,0.0,5.0,1.7,1.3,0.0,36.0,2.0,163.0,40.0,0.0,9.0,0.3287671232876712,0.31253383865728207
1,32.69,30.0,30.0,0.0,0.0,0.5,13.0,-0.4,1.0,2.7,3.7,0.0,7.1,2.7,2.3,10.0,3.7,3.7,0.3,34.0,1.0,1040.0,0.0,0.0,0.0,0.2871287128712871,0.31253383865728207
1,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,1.0,1039.0,62.0,58.0,2.0,0.2781456953642384,0.31253383865728207
1,56.77,376.0,32.0,0.0,55.0,0.3,232.5,9.499999999999998,11.45,6.0,22.7,0.0,37.9,13.7,5.7,89.0,79.3,18.800000000000004,1.0,32.0,2.0,65.0,52.0,50.0,5.0,0.36538461538461536,0.31253383865728207
1,34.64,46.0,32.0,0.0,5.0,0.0,74.0,-2.2,0.3,0.3,11.7,0.0,11.1,3.3,0.7,16.3,2.0,0.7,0.0,34.0,3.5,1039.0,0.0,0.0,0.0,0.30303030303030304,0.31253383865728207
1,35.55,38.0,35.0,0.0,0.0,0.0,-21.0,-0.6,1.3,0.3,8.7,0.0,2.0,5.0,0.7,17.7,5.3,1.7,0.0,36.0,1.0,1053.0,44.0,42.0,4.0,0.3157894736842105,0.31253383865728207
1,30.52,164.0,30.0,0.25,0.0,0.0,-66.0,-0.5,0.7,1.3,6.3,0.7,41.7,6.3,0.0,54.0,10.7,2.0,1.0,32.0,1.0,621.0,34.0,36.0,6.0,0.336734693877551,0.31253383865728207
1,41.49,369.0,60.0,1.24,0.0,0.3,-7.0,-1.5,1.7,1.0,25.3,0.7,24.8,18.0,0.3,72.0,49.0,2.7,0.3,36.0,1.0,559.0,38.0,0.0,7.0,0.2796610169491525,0.31253383865728207
1,94.2,825.0,50.0,0.0,55.0,0.0,-153.0,-12.899999999999999,1.3,1.3,8.3,0.0,221.45,18.0,1.3,54.3,60.3,2.7,1.0,32.0,1.0,844.0,30.0,0.0,3.0,0.25625,0.3141497851442603
1,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,1.0,212.0,26.0,24.0,7.0,0.2978723404255319,0.31253383865728207
1,58.41,1056.0,45.0,0.5,55.0,0.0,-243.5,-12.899999999999999,11.45,1.7,35.7,0.0,221.45,15.3,0.0,48.7,128.45,18.800000000000004,1.7499999999999998,38.0,1.0,703.0,0.0,0.0,1.0,0.3313953488372093,0.3141497851442603
1,30.46,227.0,30.0,0.0,0.0,0.2,-160.0,-0.5,0.7,1.7,7.7,0.0,32.3,1.3,0.3,28.7,16.7,2.3,0.0,36.0,2.0,222.0,54.0,46.0,4.0,0.2923076923076923,0.31253383865728207
1,55.39,538.0,50.0,0.99,1.0,0.5,78.0,-3.0,10.3,6.750000000000001,46.3,0.0,157.9,30.3,8.7,139.7,98.3,18.800000000000004,1.3,36.0,1.0,19.0,46.0,22.0,4.0,0.22666666666666666,0.31253383865728207
1,32.78,59.0,32.0,0.0,9.0,0.0,-19.0,-0.3,1.3,0.0,5.0,0.0,6.6,1.7,1.7,14.0,6.0,1.3,0.0,32.0,2.0,973.0,0.0,0.0,0.0,0.4,0.31253383865728207
1,33.95,300.0,35.0,0.25,10.0,0.0,34.0,-4.0,0.0,0.3,21.0,1.7499999999999998,14.4,16.0,0.7,16.0,19.3,0.3,0.3,38.0,1.0,383.0,24.0,0.0,1.0,0.23880597014925373,0.3141497851442603
1,33.64,67.0,10.0,0.0,23.0,0.0,85.0,9.499999999999998,2.3,0.3,8.7,0.0,2.5,4.0,1.0,24.0,3.0,2.7,0.0,34.0,2.0,706.0,40.0,36.0,5.0,0.3490566037735849,0.31253383865728207
1,51.05,263.0,60.0,0.74,0.0,0.3,-243.5,-1.1,2.0,2.7,18.3,0.0,56.4,13.3,0.0,125.3,27.7,4.7,1.3,36.0,2.0,702.0,42.0,38.0,9.0,0.22760290556900725,0.31253383865728207
1,30.0,55.0,30.0,0.0,0.0,0.0,-25.0,0.0,3.0,2.7,14.0,0.0,0.9,2.7,0.0,10.0,22.0,5.7,0.0,36.0,1.0,1053.0,72.0,72.0,4.0,0.256140350877193,0.31253383865728207
